序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
52585,="16:32:43.936",0x108ED66,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52586,="16:32:43.936",0x108ED67,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 91 00 
52587,="16:32:43.936",0x108ED68,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 75 FE FF FF 18 02 00 00 
52588,="16:32:43.936",0x108ED69,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 EB 00 
52589,="16:32:43.936",0x108ED6A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52590,="16:32:43.936",0x108ED6C,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52591,="16:32:43.936",0x108ED6D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52592,="16:32:43.936",0x108ED6E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52593,="16:32:43.936",0x108ED6F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52594,="16:32:43.936",0x108ED70,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52595,="16:32:43.936",0x108ED71,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52596,="16:32:43.936",0x108ED72,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52597,="16:32:43.936",0x108ED73,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 87 00 
52598,="16:32:43.936",0x108ED75,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 0D 00 00 00 18 02 00 00 
52599,="16:32:43.936",0x108ED76,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DB 00 
52600,="16:32:43.936",0x108ED77,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52601,="16:32:43.936",0x108ED81,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52602,="16:32:43.936",0x108ED82,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52603,="16:32:43.936",0x108ED83,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52604,="16:32:43.936",0x108ED85,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 83 00 
52605,="16:32:43.936",0x108ED86,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D5 00 
52606,="16:32:43.936",0x108ED87,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 7C 00 00 00 18 02 00 00 
52607,="16:32:43.936",0x108ED88,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52608,="16:32:43.936",0x108ED8A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52609,="16:32:43.936",0x108ED8B,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52610,="16:32:43.936",0x108ED8C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52611,="16:32:43.936",0x108ED8D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52612,="16:32:43.936",0x108ED8E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52613,="16:32:43.936",0x108ED8F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52614,="16:32:43.936",0x108ED92,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52615,="16:32:43.936",0x108ED93,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 95 00 
52616,="16:32:43.936",0x108ED94,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 58 FC FF FF 18 02 00 00 
52617,="16:32:43.936",0x108ED95,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 F2 00 
52618,="16:32:43.936",0x108ED96,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52619,="16:32:43.936",0x108ED9F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52620,="16:32:43.936",0x108EDA0,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
52621,="16:32:43.936",0x108EDA1,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52622,="16:32:43.936",0x108EDA3,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
52623,="16:32:43.936",0x108EDA4,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 10 04 00 00 18 02 00 00 
52624,="16:32:43.936",0x108EDA5,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E2 00 
52625,="16:32:43.936",0x108EDA6,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8B 00 
52626,="16:32:43.936",0x108EDA8,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52627,="16:32:43.936",0x108EDA9,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52628,="16:32:43.936",0x108EDAA,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52629,="16:32:43.936",0x108EDAB,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52630,="16:32:43.936",0x108EDAC,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52631,="16:32:43.936",0x108EDAD,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52632,="16:32:43.936",0x108EDAF,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52633,="16:32:43.936",0x108EDB0,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| BB FE FF FF 18 02 00 00 
52634,="16:32:43.936",0x108EDB2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D5 00 
52635,="16:32:43.936",0x108EDB3,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 83 00 
52636,="16:32:43.936",0x108EDB4,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52637,="16:32:43.936",0x108EDBD,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52638,="16:32:43.936",0x108EDBE,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
52639,="16:32:43.936",0x108EDBF,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52640,="16:32:43.936",0x108EDC1,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52641,="16:32:43.936",0x108EDC2,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 86 00 
52642,="16:32:43.936",0x108EDC3,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| F7 FF FF FF 18 02 00 00 
52643,="16:32:43.936",0x108EDC4,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DA 00 
52644,="16:32:43.936",0x108EDC5,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52645,="16:32:43.936",0x108EDC7,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52646,="16:32:43.936",0x108EDC8,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52647,="16:32:43.936",0x108EDC9,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52648,="16:32:43.936",0x108EDCA,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52649,="16:32:43.936",0x108EDCB,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52650,="16:32:43.936",0x108EDCF,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52651,="16:32:43.936",0x108EDD0,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| CA 00 00 00 18 02 00 00 
52652,="16:32:43.936",0x108EDD1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52653,="16:32:43.936",0x108EDD2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D2 00 
52654,="16:32:43.936",0x108EDD3,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 82 00 
52655,="16:32:43.936",0x108EDDB,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52656,="16:32:43.936",0x108EDDC,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52657,="16:32:43.936",0x108EDDD,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52658,="16:32:43.936",0x108EDDF,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52659,="16:32:43.936",0x108EDE0,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8D 00 
52660,="16:32:43.936",0x108EDE1,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 1E 00 00 00 18 02 00 00 
52661,="16:32:43.936",0x108EDE2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E5 00 
52662,="16:32:43.936",0x108EDE3,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52663,="16:32:43.936",0x108EDE5,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52664,="16:32:43.936",0x108EDE6,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52665,="16:32:43.936",0x108EDE7,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52666,="16:32:43.936",0x108EDE8,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52667,="16:32:43.936",0x108EDE9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52668,="16:32:43.936",0x108EDEC,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52669,="16:32:43.936",0x108EDEE,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 92 00 
52670,="16:32:43.936",0x108EDEF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| FE FF FF FF 18 02 00 00 
52671,="16:32:43.936",0x108EDF0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 EC 00 
52672,="16:32:43.936",0x108EDF1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52673,="16:32:43.936",0x108EDF9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52674,="16:32:43.936",0x108EDFA,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52675,="16:32:43.936",0x108EDFB,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
52676,="16:32:43.936",0x108EDFD,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 82 00 
52677,="16:32:43.936",0x108EDFE,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 05 04 00 00 18 02 00 00 
52678,="16:32:43.936",0x108EDFF,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D4 00 
52679,="16:32:43.936",0x108EE00,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52680,="16:32:43.936",0x108EE01,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52681,="16:32:43.936",0x108EE03,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52682,="16:32:43.936",0x108EE04,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52683,="16:32:43.936",0x108EE04,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52684,="16:32:43.936",0x108EE06,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52685,="16:32:43.936",0x108EE07,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52686,="16:32:43.936",0x108EE08,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
52687,="16:32:43.936",0x108EE09,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 85 00 
52688,="16:32:43.936",0x108EE0B,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 63 FE FF FF 18 02 00 00 
52689,="16:32:43.936",0x108EE0C,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D9 00 
52690,="16:32:43.936",0x108EE0D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52691,="16:32:43.936",0x108EE17,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52692,="16:32:43.936",0x108EE18,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52693,="16:32:43.936",0x108EE19,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52694,="16:32:43.936",0x108EE1A,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8C 00 
52695,="16:32:43.936",0x108EE1C,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E4 00 
52696,="16:32:43.936",0x108EE1D,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 05 00 00 00 18 02 00 00 
52697,="16:32:43.936",0x108EE1E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52698,="16:32:43.936",0x108EE1F,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52699,="16:32:43.936",0x108EE21,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52700,="16:32:43.936",0x108EE22,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52701,="16:32:43.936",0x108EE23,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52702,="16:32:43.936",0x108EE24,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52703,="16:32:43.936",0x108EE25,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52704,="16:32:43.936",0x108EE27,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52705,="16:32:43.936",0x108EE29,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| C7 FE FF FF 18 02 00 00 
52706,="16:32:43.936",0x108EE2A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DF 00 
52707,="16:32:43.936",0x108EE2B,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 89 00 
52708,="16:32:43.936",0x108EE2C,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52709,="16:32:43.936",0x108EE35,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52710,="16:32:43.936",0x108EE36,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
52711,="16:32:43.936",0x108EE37,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 87 00 
52712,="16:32:43.936",0x108EE38,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DB 00 
52713,="16:32:43.936",0x108EE3A,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52714,="16:32:43.936",0x108EE3B,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| DB FE FF FF 18 02 00 00 
52715,="16:32:43.936",0x108EE3C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52716,="16:32:43.936",0x108EE3D,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52717,="16:32:43.936",0x108EE3E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52718,="16:32:43.936",0x108EE40,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52719,="16:32:43.936",0x108EE40,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52720,="16:32:43.936",0x108EE42,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52721,="16:32:43.936",0x108EE43,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52722,="16:32:43.936",0x108EE44,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 84 00 
52723,="16:32:43.936",0x108EE45,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52724,="16:32:43.936",0x108EE46,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| F0 FF FF FF 18 02 00 00 
52725,="16:32:43.936",0x108EE48,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D6 00 
52726,="16:32:43.936",0x108EE49,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52727,="16:32:43.936",0x108EE53,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52728,="16:32:43.967",0x108EE54,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52729,="16:32:43.967",0x108EE55,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52730,="16:32:43.967",0x108EE56,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52731,="16:32:43.967",0x108EE58,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 85 00 
52732,="16:32:43.967",0x108EE59,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 9A FF FF FF 18 02 00 00 
52733,="16:32:43.967",0x108EE5A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D7 00 
52734,="16:32:43.967",0x108EE5B,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52735,="16:32:43.967",0x108EE5D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52736,="16:32:43.967",0x108EE5E,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52737,="16:32:43.967",0x108EE5F,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52738,="16:32:43.967",0x108EE60,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52739,="16:32:43.967",0x108EE61,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52740,="16:32:43.967",0x108EE64,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52741,="16:32:43.967",0x108EE66,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 04 00 00 00 18 02 00 00 
52742,="16:32:43.967",0x108EE67,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52743,="16:32:43.967",0x108EE68,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DA 00 
52744,="16:32:43.967",0x108EE69,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 86 00 
52745,="16:32:43.967",0x108EE70,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52746,="16:32:43.967",0x108EE72,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52747,="16:32:43.967",0x108EE73,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52748,="16:32:43.967",0x108EE74,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
52749,="16:32:43.967",0x108EE76,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 44 05 00 00 18 02 00 00 
52750,="16:32:43.967",0x108EE77,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 EB 00 
52751,="16:32:43.967",0x108EE78,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 91 00 
52752,="16:32:43.967",0x108EE79,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52753,="16:32:43.967",0x108EE7A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52754,="16:32:43.967",0x108EE7C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52755,="16:32:43.967",0x108EE7D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52756,="16:32:43.967",0x108EE7E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52757,="16:32:43.967",0x108EE7F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52758,="16:32:43.967",0x108EE82,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52759,="16:32:43.967",0x108EE83,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 7E 00 
52760,="16:32:43.967",0x108EE84,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 88 FF FF FF 18 02 00 00 
52761,="16:32:43.967",0x108EE85,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 CC 00 
52762,="16:32:43.967",0x108EE87,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52763,="16:32:43.967",0x108EE8E,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52764,="16:32:43.967",0x108EE90,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
52765,="16:32:43.967",0x108EE91,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52766,="16:32:43.967",0x108EE92,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8F 00 
52767,="16:32:43.967",0x108EE94,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 03 00 00 00 18 02 00 00 
52768,="16:32:43.967",0x108EE95,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E7 00 
52769,="16:32:43.967",0x108EE96,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52770,="16:32:43.967",0x108EE97,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52771,="16:32:43.967",0x108EE98,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52772,="16:32:43.967",0x108EE9A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52773,="16:32:43.967",0x108EE9A,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52774,="16:32:43.967",0x108EE9B,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52775,="16:32:43.967",0x108EE9D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52776,="16:32:43.967",0x108EE9E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
52777,="16:32:43.967",0x108EE9F,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 34 01 00 00 18 02 00 00 
52778,="16:32:43.967",0x108EEA0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D7 00 
52779,="16:32:43.967",0x108EEA2,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 85 00 
52780,="16:32:43.967",0x108EEA3,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52781,="16:32:43.967",0x108EEAC,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52782,="16:32:43.967",0x108EEAE,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
52783,="16:32:43.967",0x108EEAF,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52784,="16:32:43.967",0x108EEB0,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 7D 00 
52785,="16:32:43.967",0x108EEB2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 CB 00 
52786,="16:32:43.967",0x108EEB3,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| CD FF FF FF 18 02 00 00 
52787,="16:32:43.967",0x108EEB4,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
52788,="16:32:43.967",0x108EEB5,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52789,="16:32:43.967",0x108EEB6,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
52790,="16:32:43.967",0x108EEB8,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52791,="16:32:43.967",0x108EEB9,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
52792,="16:32:43.967",0x108EEB9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
52793,="16:32:43.967",0x108EEBB,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
52794,="16:32:43.967",0x108EEBD,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
52795,="16:32:43.967",0x108EEBE,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 92 05 00 00 18 02 00 00 
52796,="16:32:43.967",0x108EEBF,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
52797,="16:32:43.967",0x108EEC0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E0 00 
